sign_number,category,simp_match,trad_match,xlsx_text,csv_text,xlsx_simp_no_punct,csv_simp_no_punct,diff_detail,punct_segments,punct_count
260,真正差异,False,False,终身不习上，在世却枉然，轮回不能免，永落深坑堑。,終身不習上在世却枉然輪廻不能永落深坑塹,终身不习上在世却枉然轮回不能免永落深坑堑,终身不习上在世却枉然轮廻不能永落深坑堑,pos11: xlsx=回(枉然轮回不能免) csv=廻(枉然轮廻不能永); pos14: xlsx=免(回不能免永落深) csv=永(廻不能永落深坑); pos15: xlsx=永(不能免永落深坑) csv=落(不能永落深坑堑); pos16: xlsx=落(能免永落深坑堑) csv=深(能永落深坑堑); pos17: xlsx=深(免永落深坑堑) csv=坑(永落深坑堑); pos18: xlsx=坑(永落深坑堑) csv=堑(落深坑堑); pos19: xlsx=堑(落深坑堑) csv=<无>(深坑堑),"[5, 5, 5, 5]",4
261,完全一致,True,True,两个子女，同到齐行，阴阳和合，谋作欢欣。,兩個子女同到齊行陰陽和合謀作歡欣,两个子女同到齐行阴阳和合谋作欢欣,两个子女同到齐行阴阳和合谋作欢欣,,"[4, 4, 4, 4]",4
262,完全一致,True,True,中有玄机赋，鸡鸣方显露，猛然悟禅关，打破君门路。,中有玄機賦雞鳴方顯露猛然悟禪關打破君門路,中有玄机赋鸡鸣方显露猛然悟禅关打破君门路,中有玄机赋鸡鸣方显露猛然悟禅关打破君门路,,"[5, 5, 5, 5]",4
263,真正差异,False,False,数尾金鱼吞饵，丝竿钓了回头，家食翻嫌太贵，五湖四海遨游。,數尾金魚吞餌絲竿釣了回頭家食翻嫌太費五湖四海遨遊,数尾金鱼吞饵丝竿钓了回头家食翻嫌太贵五湖四海遨游,数尾金鱼吞饵丝竿钓了回头家食翻嫌太费五湖四海遨游,pos17: xlsx=贵(翻嫌太贵五湖四) csv=费(翻嫌太费五湖四),"[6, 6, 6, 6]",4
264,完全一致,True,True,卯日儿出林，午时正福临，卯生于寅，方见天心。,卯日兒出林午時正福臨卯生於寅方見天心,卯日儿出林午时正福临卯生于寅方见天心,卯日儿出林午时正福临卯生于寅方见天心,,"[5, 5, 4, 4]",4
265,完全一致,True,True,日中不决，日到方明，一场好事，六耳同成。,日中不決日到方明一場好事六耳同成,日中不决日到方明一场好事六耳同成,日中不决日到方明一场好事六耳同成,,"[4, 4, 4, 4]",4
266,真正差异,False,False,狐宿是妖星，猿猴及树精，入山遇此曜，迷了性和心。,孤宿是妖星猿猴及樹精入山遇此曜迷了性和心,狐宿是妖星猿猴及树精入山遇此曜迷了性和心,孤宿是妖星猿猴及树精入山遇此曜迷了性和心,pos0: xlsx=狐(狐宿是妖) csv=孤(孤宿是妖),"[5, 5, 5, 5]",4
267,仅异体字,True,False,滴漏声催鸡唱，趱行人逐队放，晚渡关津，前程无量。,滴漏聲催鷄唱趱行人逐隊放晚渡關津前程無量,滴漏声催鸡唱趱行人逐队放晚渡关津前程无量,滴漏声催鸡唱趱行人逐队放晚渡关津前程无量,,"[6, 6, 4, 4]",4
268,仅异体字,True,False,人在天涯外，久乏信音来，家人频望眼，草木畅胸怀。,人在天涯外久乏信音來家人频望眼草木暢胸懷,人在天涯外久乏信音来家人频望眼草木畅胸怀,人在天涯外久乏信音来家人频望眼草木畅胸怀,,"[5, 5, 5, 5]",4
269,真正差异,False,False,这颗树下，一穴生成，若迁此土，福禄骈臻。,這顆樹下一穴生成若遷此上福禄駢臻,这颗树下一穴生成若迁此土福禄骈臻,这颗树下一穴生成若迁此上福禄骈臻,pos11: xlsx=土(若迁此土福禄骈) csv=上(若迁此上福禄骈),"[4, 4, 4, 4]",4
270,仅异体字,True,False,躬耕陇亩，形神似劳，无拘无系，其乐陶陶。,躬耕隴畝形神似勞無拘無繫其樂陶陶,躬耕陇亩形神似劳无拘无系其乐陶陶,躬耕陇亩形神似劳无拘无系其乐陶陶,,"[4, 4, 4, 4]",4
271,仅异体字,True,False,祸来见鬼，鬼病淹缠，金羊得路，身脱灾殃。,禍來見鬼鬼病淹纏金羊得路身脱災殃,祸来见鬼鬼病淹缠金羊得路身脱灾殃,祸来见鬼鬼病淹缠金羊得路身脱灾殃,,"[4, 4, 4, 4]",4
272,仅异体字,True,False,急起行，急起行，前途去，结同盟，只手擎天柱，史册好标名。,急起行急起行前途去結同盟隻手擎天柱史册好標名,急起行急起行前途去结同盟只手擎天柱史册好标名,急起行急起行前途去结同盟只手擎天柱史册好标名,,"[3, 3, 3, 3, 5, 5]",6
273,真正差异,False,False,深山据猛虎，虎啸出山窝，扬威抖擞，何怕人多。,深山據猛虎虎嘯出山窩揚威抖搜何怕人多,深山据猛虎虎啸出山窝扬威抖擞何怕人多,深山据猛虎虎啸出山窝扬威抖搜何怕人多,pos13: xlsx=擞(扬威抖擞何怕人) csv=搜(扬威抖搜何怕人),"[5, 5, 4, 4]",4
274,真正差异,False,False,三天门，四地户，布阵成，明聚路，军马齐奔，鸣鼓进步。,三天門四地户布障成明聚路軍馬齊奔鳴鼓進步,三天门四地户布阵成明聚路军马齐奔鸣鼓进步,三天门四地户布障成明聚路军马齐奔鸣鼓进步,pos7: xlsx=阵(地户布阵成明聚) csv=障(地户布障成明聚),"[3, 3, 3, 3, 4, 4]",6
275,真正差异,False,False,山山山，山上建茅庵，不比人间栋宇，却如天上云昙。,山山小山上建茅菴不比人間棟宇却如天上雲曇,山山山山上建茅庵不比人间栋宇却如天上云昙,山山小山上建茅庵不比人间栋宇却如天上云昙,pos2: xlsx=山(山山山山上建) csv=小(山山小山上建),"[3, 5, 6, 6]",4
276,真正差异,False,False,来去原无定处，时来时去安身，跋涉无虑，荣辱不计。,來去原無定處時來時去安身跋涉無虞榮辱不計,来去原无定处时来时去安身跋涉无虑荣辱不计,来去原无定处时来时去安身跋涉无虞荣辱不计,pos15: xlsx=虑(跋涉无虑荣辱不) csv=虞(跋涉无虞荣辱不),"[6, 6, 4, 4]",4
277,真正差异,False,False,有子长，成水局，时遇火反发福，不必过忧煎，人心苦不足。,有子長成水扁時遇大反發福不必過憂前人心苦不足,有子长成水局时遇火反发福不必过忧煎人心苦不足,有子长成水扁时遇大反发福不必过忧前人心苦不足,pos5: xlsx=局(长成水局时遇火) csv=扁(长成水扁时遇大); pos8: xlsx=火(局时遇火反发福) csv=大(扁时遇大反发福); pos16: xlsx=煎(必过忧煎人心苦) csv=前(必过忧前人心苦),"[3, 3, 6, 5, 5]",5
278,仅异体字,True,False,黑夜里，勿前往，一有值，要着慌，牢牢记，须结党。,黑夜裡勿前往一有值要着慌牢牢記須結黨,黑夜里勿前往一有值要着慌牢牢记须结党,黑夜里勿前往一有值要着慌牢牢记须结党,,"[3, 3, 3, 3, 3, 3]",6
279,仅异体字,True,False,蛰龙已出世，头角首生成，云兴雨泽，得济苍生。,蛰龍已出世頭角首生成雲興雨澤得濟蒼生,蛰龙已出世头角首生成云兴雨泽得济苍生,蛰龙已出世头角首生成云兴雨泽得济苍生,,"[5, 5, 4, 4]",4
280,真正差异,False,False,火势薰天，天边尽赤，遇际水源，庶乎成格。,火勢薰天天邊盡赤遇際水源庶有底極,火势薰天天边尽赤遇际水源庶乎成格,火势薰天天边尽赤遇际水源庶有底极,pos13: xlsx=乎(水源庶乎成格) csv=有(水源庶有底极); pos14: xlsx=成(源庶乎成格) csv=底(源庶有底极); pos15: xlsx=格(庶乎成格) csv=极(庶有底极),"[4, 4, 4, 4]",4
281,真正差异,False,False,向南有大道，乘马入杭城，不知吴人唱，更有一知音。,向南有大道乘馬入杭城不和吳人唱更有一知音,向南有大道乘马入杭城不知吴人唱更有一知音,向南有大道乘马入杭城不和吴人唱更有一知音,pos11: xlsx=知(杭城不知吴人唱) csv=和(杭城不和吴人唱),"[5, 5, 5, 5]",4
282,仅异体字,True,False,有田一亩，尽可耕耘，无穷收获，都在西成。,有田一畝儘可耕耘無窮收獲都在西成,有田一亩尽可耕耘无穷收获都在西成,有田一亩尽可耕耘无穷收获都在西成,,"[4, 4, 4, 4]",4
283,真正差异,False,False,勿嫌儿无唇，疾足追不及，纳入猿穴中，走狗何处觅。,勿嫌兒無唇疾足追不及納入猨穴中走狗何處覓,勿嫌儿无唇疾足追不及纳入猿穴中走狗何处觅,勿嫌儿无唇疾足追不及纳入猨穴中走狗何处觅,pos12: xlsx=猿(及纳入猿穴中走) csv=猨(及纳入猨穴中走),"[5, 5, 5, 5]",4
284,真正差异,False,False,六牛耕地，垦开无疆，收成结实，盈禀盈仓。,六牛耕地墾開無疆收成結實盈廪盈倉,六牛耕地垦开无疆收成结实盈禀盈仓,六牛耕地垦开无疆收成结实盈廪盈仓,pos13: xlsx=禀(结实盈禀盈仓) csv=廪(结实盈廪盈仓),"[4, 4, 4, 4]",4
285,仅异体字,True,False,大奋冲天志，勿苦恋家乡，七八君行早，扬武在沙场。,大奮冲天志勿苦戀家鄉七八君行早揚武在沙場,大奋冲天志勿苦恋家乡七八君行早扬武在沙场,大奋冲天志勿苦恋家乡七八君行早扬武在沙场,,"[5, 5, 5, 5]",4
286,完全一致,True,True,葵花向日，忠赤倾心，大开广厦，乐享太平。,葵花向日忠赤傾心大開廣廈樂享太平,葵花向日忠赤倾心大开广厦乐享太平,葵花向日忠赤倾心大开广厦乐享太平,,"[4, 4, 4, 4]",4
287,完全一致,True,True,人不识仙，那有真诀，一入玄门，津津有益。,人不識仙那有真訣一入玄門津津有益,人不识仙那有真诀一入玄门津津有益,人不识仙那有真诀一入玄门津津有益,,"[4, 4, 4, 4]",4
288,真正差异,False,False,勿谓说话太沉，泥了就不成真，悟出千般奥妙，方识仙道最神。,勿謂説話太沈泥了就不成真悟出千般奥妙方識仙道最神,勿谓说话太沉泥了就不成真悟出千般奥妙方识仙道最神,勿谓说话太沈泥了就不成真悟出千般奥妙方识仙道最神,pos5: xlsx=沉(说话太沉泥了就) csv=沈(说话太沈泥了就),"[6, 6, 6, 6]",4
289,完全一致,True,True,功名虽多实际，何如修炼成真，真身不朽，万载长春。,功名雖多實際何如修煉成真真身不朽萬載長春,功名虽多实际何如修炼成真真身不朽万载长春,功名虽多实际何如修炼成真真身不朽万载长春,,"[6, 6, 4, 4]",4
290,完全一致,True,True,走走走，遇一狗，急思寻，可长久。,走走走遇一狗急思尋可長久,走走走遇一狗急思寻可长久,走走走遇一狗急思寻可长久,,"[3, 3, 3, 3]",4
291,完全一致,True,True,不知真消息，消息蓦地来，月圆月缺夜，不许把门开。,不知真消息消息驀地來月圓月缺夜不許把門開,不知真消息消息蓦地来月圆月缺夜不许把门开,不知真消息消息蓦地来月圆月缺夜不许把门开,,"[5, 5, 5, 5]",4
292,完全一致,True,True,火旺处要不疲，水深处要不呆，到头当酌量，毋得惹他灾。,火旺處要不疲水深處要不呆到頭當酌量毋得惹他災,火旺处要不疲水深处要不呆到头当酌量毋得惹他灾,火旺处要不疲水深处要不呆到头当酌量毋得惹他灾,,"[6, 6, 5, 5]",4
293,真正差异,False,False,宾雁绕湖地成陆，行建功勋早回程，贪恋终非世人福，莫教鸡鹜会相争。,賓雁遶湖地成陸行建功勳早回程,宾雁绕湖地成陆行建功勋早回程贪恋终非世人福莫教鸡鹜会相争,宾雁遶湖地成陆行建功勋早回程,pos2: xlsx=绕(宾雁绕湖地成) csv=遶(宾雁遶湖地成); pos14: xlsx=贪(早回程贪恋终非) csv=<无>(早回程); pos15: xlsx=恋(回程贪恋终非世) csv=<无>(回程); pos16: xlsx=终(程贪恋终非世人) csv=<无>(程); pos17: xlsx=非(贪恋终非世人福) csv=<无>(); pos18: xlsx=世(恋终非世人福莫) csv=<无>(); pos19: xlsx=人(终非世人福莫教) csv=<无>(); pos20: xlsx=福(非世人福莫教鸡) csv=<无>(); pos21: xlsx=莫(世人福莫教鸡鹜) csv=<无>(); pos22: xlsx=教(人福莫教鸡鹜会) csv=<无>(); pos23: xlsx=鸡(福莫教鸡鹜会相) csv=<无>(); pos24: xlsx=鹜(莫教鸡鹜会相争) csv=<无>(); pos25: xlsx=会(教鸡鹜会相争) csv=<无>(); pos26: xlsx=相(鸡鹜会相争) csv=<无>(); pos27: xlsx=争(鹜会相争) csv=<无>(),"[7, 7, 7, 7]",4
294,真正差异,False,False,天上风，天边月，月白风清，两两相当。,天上風天邊日月白風清兩兩相當,天上风天边月月白风清两两相当,天上风天边日月白风清两两相当,pos5: xlsx=月(风天边月月白风) csv=日(风天边日月白风),"[3, 3, 4, 4]",4
295,完全一致,True,True,叶归根，长立天地，水清源长流河海，人得金丹长生渊涯。,葉歸根長立天地水清源長流河海人得金丹長生淵涯,叶归根长立天地水清源长流河海人得金丹长生渊涯,叶归根长立天地水清源长流河海人得金丹长生渊涯,,"[3, 4, 7, 8]",4
296,完全一致,True,True,乘马去长安，看花花正发，一日雨来淋，香色尽凋零。,乘馬去長安看花花正發一日雨來淋香色盡凋零,乘马去长安看花花正发一日雨来淋香色尽凋零,乘马去长安看花花正发一日雨来淋香色尽凋零,,"[5, 5, 5, 5]",4
297,完全一致,True,True,木长春天根干老，子实三秋枝叶凋，不凋不谢，不见根牢。,木長春天根幹老子實三秋枝葉凋不凋不謝不見根牢,木长春天根干老子实三秋枝叶凋不凋不谢不见根牢,木长春天根干老子实三秋枝叶凋不凋不谢不见根牢,,"[7, 7, 4, 4]",4
298,仅异体字,True,False,叫道叫道，天将明了，何不伸首舒眉，反做蓬蒿到老。,叫道叫道天將明了何不伸首舒眉反做蓬蒿到老,叫道叫道天将明了何不伸首舒眉反做蓬蒿到老,叫道叫道天将明了何不伸首舒眉反做蓬蒿到老,,"[4, 4, 6, 6]",4
299,仅异体字,True,False,药饵真，服了宁，三剂后，足分明，神中神，清中清，固得紧，可长生。,藥餌真服了甯三劑後足分明神中神清中清固得緊可長生,药饵真服了宁三剂后足分明神中神清中清固得紧可长生,药饵真服了宁三剂后足分明神中神清中清固得紧可长生,,"[3, 3, 3, 3, 3, 3, 3, 3]",8
300,完全一致,True,True,三天曾结社，四海尽知名，长骑骏马，直入天庭。,三天曾結社四海盡知名長騎駿馬直入天庭,三天曾结社四海尽知名长骑骏马直入天庭,三天曾结社四海尽知名长骑骏马直入天庭,,"[5, 5, 4, 4]",4
301,真正差异,False,False,闲来夫子处，偶然遇一人，童颜鹤发，笑里生春。,閑來夫子處偶然過一人重顏鶴髮笑裏生春,闲来夫子处偶然遇一人童颜鹤发笑里生春,闲来夫子处偶然过一人重颜鹤发笑里生春,pos7: xlsx=遇(处偶然遇一人童) csv=过(处偶然过一人重); pos10: xlsx=童(遇一人童颜鹤发) csv=重(过一人重颜鹤发),"[5, 5, 4, 4]",4
302,真正差异,False,False,闲云野鹤望东行，惟有乡人便是知音，经营布置两三春，联街灯火后，锦帆前程。,閒雲野鶴望東行惟有鄉人便是知音經營佈置兩三春聯街燈火後錦片前程,闲云野鹤望东行惟有乡人便是知音经营布置两三春联街灯火后锦帆前程,闲云野鹤望东行惟有乡人便是知音经营布置两三春联街灯火后锦片前程,pos28: xlsx=帆(火后锦帆前程) csv=片(火后锦片前程),"[7, 8, 7, 5, 4]",5
303,仅异体字,True,False,汉水无情，蜀水澄清，黄河滚滚，四处烟尘。,漢水無情蜀水澄清黃河滾滾四處烟塵,汉水无情蜀水澄清黄河滚滚四处烟尘,汉水无情蜀水澄清黄河滚滚四处烟尘,,"[4, 4, 4, 4]",4
304,真正差异,False,False,潜龙已受困，尚不见云兴，伫看云四合，飞去到天庭。,潛龍已受困尚不見雲興竚看雲四合飛去到天庭,潜龙已受困尚不见云兴伫看云四合飞去到天庭,潜龙已受困尚不见云兴𥩟看云四合飞去到天庭,pos10: xlsx=伫(见云兴伫看云四) csv=𥩟(见云兴𥩟看云四),"[5, 5, 5, 5]",4
305,真正差异,False,False,此处滋味浓，浓艳不耐久，何如谈笑生风，倒好东奔西走。,此處滋味濃濃豔不耐久何如談笑生風倒好柬奔西走,此处滋味浓浓艳不耐久何如谈笑生风倒好东奔西走,此处滋味浓浓艳不耐久何如谈笑生风倒好柬奔西走,pos18: xlsx=东(风倒好东奔西走) csv=柬(风倒好柬奔西走),"[5, 5, 6, 6]",4
306,真正差异,False,False,这里有小人，切莫稍留停，忙打点，好起行，日月如逝勿久存。,這裏有小人切莫稍留停忙打點好起行日月游勿久存,这里有小人切莫稍留停忙打点好起行日月如逝勿久存,这里有小人切莫稍留停忙打点好起行日月游勿久存,pos18: xlsx=如(行日月如逝勿久) csv=游(行日月游勿久存); pos19: xlsx=逝(日月如逝勿久存) csv=勿(日月游勿久存); pos20: xlsx=勿(月如逝勿久存) csv=久(月游勿久存); pos21: xlsx=久(如逝勿久存) csv=存(游勿久存); pos22: xlsx=存(逝勿久存) csv=<无>(勿久存),"[5, 5, 3, 3, 7]",5
307,完全一致,True,True,龙生头角，将沛甘霖，六七八早，好济苍生。,龍生頭角將沛甘霖六七八早好濟蒼生,龙生头角将沛甘霖六七八早好济苍生,龙生头角将沛甘霖六七八早好济苍生,,"[4, 4, 4, 4]",4
308,仅异体字,True,False,太白现西南，龙蛇相竞逐，龙自飞上天，蛇却被刑戮。,太白現西南龍蛇相競逐龍自飛上天蛇却被刑戮,太白现西南龙蛇相竞逐龙自飞上天蛇却被刑戮,太白现西南龙蛇相竞逐龙自飞上天蛇却被刑戮,,"[5, 5, 5, 5]",4
309,完全一致,True,True,曾把树栽，也要待春来，东风袅袅，开遍花街。,曾把樹栽也要待春來東風嫋嫋開遍花街,曾把树栽也要待春来东风袅袅开遍花街,曾把树栽也要待春来东风袅袅开遍花街,,"[4, 5, 4, 4]",4
310,真正差异,False,False,四十余年苦已深，而今汝乐度光阴，莫筹论，恩爱尚多欢喜事，惜甚青春，不减青春。,四十餘年苦已深而今女樂度光陰莫籌論恩愛尚多歡喜事惜甚青春不減青春,四十余年苦已深而今汝乐度光阴莫筹论恩爱尚多欢喜事惜甚青春不减青春,四十余年苦已深而今女乐度光阴莫筹论恩爱尚多欢喜事惜甚青春不减青春,pos9: xlsx=汝(深而今汝乐度光) csv=女(深而今女乐度光),"[7, 7, 3, 7, 4, 4]",6
311,真正差异,False,False,三冬足，文艺精，到头处，亦成冰，急急回首，勿误前程。,三冬足文藝精到頭處亦成氷急急回首勿誤前程,三冬足文艺精到头处亦成冰急急回首勿误前程,三冬足文艺精到头处亦成氷急急回首勿误前程,pos11: xlsx=冰(处亦成冰急急回) csv=氷(处亦成氷急急回),"[3, 3, 3, 3, 4, 4]",6
312,真正差异,False,False,奇怪奇怪，前番来了，今番又来，谨慎提防，勿被弄坏。,奇怪奇怪前番來了今番又來謹慎提防勿被弄懷,奇怪奇怪前番来了今番又来谨慎提防勿被弄坏,奇怪奇怪前番来了今番又来谨慎提防勿被弄怀,pos19: xlsx=坏(勿被弄坏) csv=怀(勿被弄怀),"[4, 4, 4, 4, 4]",5
313,真正差异,False,False,耕牛伏軏，辟土开疆，坐看收获，黍稷稻梁。,耕牛伏軌闢土開疆坐看收獲黍稷稻梁,耕牛伏軏辟土开疆坐看收获黍稷稻梁,耕牛伏轨辟土开疆坐看收获黍稷稻梁,pos3: xlsx=軏(耕牛伏軏辟土开) csv=轨(耕牛伏轨辟土开),"[4, 4, 4, 4]",4
314,仅异体字,True,False,腰下佩青萍，步入金銮殿，覆护三山，千锤百炼。,腰下佩青萍步入金鑾殿覆護三山千錘百鍊,腰下佩青萍步入金銮殿覆护三山千锤百炼,腰下佩青萍步入金銮殿覆护三山千锤百炼,,"[5, 5, 4, 4]",4
315,真正差异,False,False,雏鸟飞高，出谷迁乔，龙神牙爪，变化海岛。,雛鳥會飛高出谷遷喬蛟龍神牙爪變化海島,雏鸟飞高出谷迁乔龙神牙爪变化海岛,雏鸟会飞高出谷迁乔蛟龙神牙爪变化海岛,pos2: xlsx=飞(雏鸟飞高出谷) csv=会(雏鸟会飞高出); pos3: xlsx=高(雏鸟飞高出谷迁) csv=飞(雏鸟会飞高出谷); pos4: xlsx=出(鸟飞高出谷迁乔) csv=高(鸟会飞高出谷迁); pos5: xlsx=谷(飞高出谷迁乔龙) csv=出(会飞高出谷迁乔); pos6: xlsx=迁(高出谷迁乔龙神) csv=谷(飞高出谷迁乔蛟); pos7: xlsx=乔(出谷迁乔龙神牙) csv=迁(高出谷迁乔蛟龙); pos8: xlsx=龙(谷迁乔龙神牙爪) csv=乔(出谷迁乔蛟龙神); pos9: xlsx=神(迁乔龙神牙爪变) csv=蛟(谷迁乔蛟龙神牙); pos10: xlsx=牙(乔龙神牙爪变化) csv=龙(迁乔蛟龙神牙爪); pos11: xlsx=爪(龙神牙爪变化海) csv=神(乔蛟龙神牙爪变); pos12: xlsx=变(神牙爪变化海岛) csv=牙(蛟龙神牙爪变化); pos13: xlsx=化(牙爪变化海岛) csv=爪(龙神牙爪变化海); pos14: xlsx=海(爪变化海岛) csv=变(神牙爪变化海岛); pos15: xlsx=岛(变化海岛) csv=化(牙爪变化海岛); pos16: xlsx=<无>(化海岛) csv=海(爪变化海岛); pos17: xlsx=<无>(海岛) csv=岛(变化海岛),"[4, 4, 4, 4]",4
316,真正差异,False,False,吉吉吉，寻常一样窗前月，凶凶凶，有了梅花便不同，含笑向东风，人情不比旧时浓。,吉吉吉尋常一樣窗前月凶凶凶有了梅花便不同含笑何東風人情不比舊時濃,吉吉吉寻常一样窗前月凶凶凶有了梅花便不同含笑向东风人情不比旧时浓,吉吉吉寻常一样窗前月凶凶凶有了梅花便不同含笑何东风人情不比旧时浓,pos22: xlsx=向(同含笑向东风人) csv=何(同含笑何东风人),"[3, 7, 3, 7, 5, 7]",6
317,真正差异,False,False,大火炎炎，宜水相济，宝鼎丹成，掀天揭地。,火天炎災宜水相濟寶鼎丹成掀天揭地,大火炎炎宜水相济宝鼎丹成掀天揭地,火天炎灾宜水相济宝鼎丹成掀天揭地,pos0: xlsx=大(大火炎炎) csv=火(火天炎灾); pos1: xlsx=火(大火炎炎宜) csv=天(火天炎灾宜); pos3: xlsx=炎(大火炎炎宜水相) csv=灾(火天炎灾宜水相),"[4, 4, 4, 4]",4
318,仅异体字,True,False,铁索一条，未把孤舟系，金刀一下，早把头落地。,鐵索一條未把孤舟繫金刀一下早把頭落地,铁索一条未把孤舟系金刀一下早把头落地,铁索一条未把孤舟系金刀一下早把头落地,,"[4, 5, 4, 5]",4
319,仅异体字,True,False,十二时中，紧急炼着，一刻少延，无处下脚。,十二時中緊急煉着一刻少延無處下脚,十二时中紧急炼着一刻少延无处下脚,十二时中紧急炼着一刻少延无处下脚,,"[4, 4, 4, 4]",4
320,真正差异,False,False,风起西南，红日当天，奇门妙诀，一掌能着。,風起西南紅日當天奇門妙訣一掌能看,风起西南红日当天奇门妙诀一掌能着,风起西南红日当天奇门妙诀一掌能看,pos15: xlsx=着(一掌能着) csv=看(一掌能看),"[4, 4, 4, 4]",4
321,真正差异,False,False,万籁无声际，一月正当空，忽被云遮掩，皓魄反朦胧。,萬籟無聲際一月正當空勿被雲遮掩皓魄反朦朧,万籁无声际一月正当空忽被云遮掩皓魄反朦胧,万籁无声际一月正当空勿被云遮掩皓魄反朦胧,pos10: xlsx=忽(正当空忽被云遮) csv=勿(正当空勿被云遮),"[5, 5, 5, 5]",4
322,仅异体字,True,False,一个知音，却在天边等，切勿因循，静夜当思省。,一個知音却在天邊等切勿因循靜夜當思省,一个知音却在天边等切勿因循静夜当思省,一个知音却在天边等切勿因循静夜当思省,,"[4, 5, 4, 5]",4
323,仅异体字,True,False,众犬相聚，砺齿咬牙，摇头摆尾，只顾看家。,衆犬相聚礪齒咬牙摇頭擺尾只顧看家,众犬相聚砺齿咬牙摇头摆尾只顾看家,众犬相聚砺齿咬牙摇头摆尾只顾看家,,"[4, 4, 4, 4]",4
324,完全一致,True,True,妻前夫后一同行，好比先机兆已明，君若有情须切记，十年恩义莫忘心。,妻前夫後一同行好比先機兆已明君若有情須切記十年恩義莫忘心,妻前夫后一同行好比先机兆已明君若有情须切记十年恩义莫忘心,妻前夫后一同行好比先机兆已明君若有情须切记十年恩义莫忘心,,"[7, 7, 7, 7]",4
325,真正差异,False,False,鼠伏穴，本自宁，一露首，猫即跟，扬威伸爪，鼠丧残生。,鼠伏穴本自甯一露首猫卽跟伸威揚爪鼠喪殘生,鼠伏穴本自宁一露首猫即跟扬威伸爪鼠丧残生,鼠伏穴本自宁一露首猫即跟伸威扬爪鼠丧残生,pos12: xlsx=扬(猫即跟扬威伸爪) csv=伸(猫即跟伸威扬爪); pos14: xlsx=伸(跟扬威伸爪鼠丧) csv=扬(跟伸威扬爪鼠丧),"[3, 3, 3, 3, 4, 4]",6
326,完全一致,True,True,书中有女颜如玉，书中自有黄金屋，读尽五车书，志愿自能足，何必焦劳心中忙碌。,書中有女顏如玉書中自有黃金屋讀盡五車書志願自能足何必焦勞心中忙碌,书中有女颜如玉书中自有黄金屋读尽五车书志愿自能足何必焦劳心中忙碌,书中有女颜如玉书中自有黄金屋读尽五车书志愿自能足何必焦劳心中忙碌,,"[7, 7, 5, 5, 8]",5
327,真正差异,False,False,豹变成文采，乘龙福自臻，赤身成富贵，事事得振新。,豹變成文采乘龍福自臻赤身成富貴事事可兮斷,豹变成文采乘龙福自臻赤身成富贵事事得振新,豹变成文采乘龙福自臻赤身成富贵事事可兮断,pos17: xlsx=得(贵事事得振新) csv=可(贵事事可兮断); pos18: xlsx=振(事事得振新) csv=兮(事事可兮断); pos19: xlsx=新(事得振新) csv=断(事可兮断),"[5, 5, 5, 5]",4
328,真正差异,False,False,孤阳微兮，群阴溢兮，力既殚兮，将不可耄兮，真谨慎兮，宜可保兮。,孤陽微兮羣陰盜兮力旣殫兮將不可耄兮真謹慎兮宜可保兮,孤阳微兮群阴溢兮力既殚兮将不可耄兮真谨慎兮宜可保兮,孤阳微兮群阴盗兮力既殚兮将不可耄兮真谨慎兮宜可保兮,pos6: xlsx=溢(兮群阴溢兮力既) csv=盗(兮群阴盗兮力既),"[4, 4, 4, 5, 4, 4]",6
329,真正差异,False,False,晓雨初晴映碧溪，重重春色上柴扉，黄金不尽家殷富，何必区区羡锦衣？,曉雨初睛映碧溪重重春色上柴扉黃金不盡家殷富何必區區羡錦衣,晓雨初晴映碧溪重重春色上柴扉黄金不尽家殷富何必区区羡锦衣,晓雨初睛映碧溪重重春色上柴扉黄金不尽家殷富何必区区羡锦衣,pos3: xlsx=晴(晓雨初晴映碧溪) csv=睛(晓雨初睛映碧溪),"[7, 7, 7, 7]",4
330,真正差异,False,False,世道多荆棘，人情每用嗟，利名如有路，勤苦逐生涯。,世道多荆棘人情每用嗟利名各有路勤苦逐生涯,世道多荆棘人情每用嗟利名如有路勤苦逐生涯,世道多荆棘人情每用嗟利名各有路勤苦逐生涯,pos12: xlsx=如(嗟利名如有路勤) csv=各(嗟利名各有路勤),"[5, 5, 5, 5]",4
331,真正差异,False,False,山穷路转迷，水急舟难渡，万事莫强为，出处遭研妒。,山窮路轉迷水急舟難渡萬事莫強為出處遭奸妬,山穷路转迷水急舟难渡万事莫强为出处遭研妒,山穷路转迷水急舟难渡万事莫强为出处遭奸妬,pos18: xlsx=研(出处遭研妒) csv=奸(出处遭奸妬); pos19: xlsx=妒(处遭研妒) csv=妬(处遭奸妬),"[5, 5, 5, 5]",4
332,真正差异,False,False,时边多艰，战战兢兢，戒谨恐惧，如履薄冰，须识前程危与险，一笼风里一枝灯。,時邊多難戰戰兢兢戒謹恐懼如履薄冰須識前程危與險一籠風裏一枝燈,时边多艰战战兢兢戒谨恐惧如履薄冰须识前程危与险一笼风里一枝灯,时边多难战战兢兢戒谨恐惧如履薄冰须识前程危与险一笼风里一枝灯,pos3: xlsx=艰(时边多艰战战兢) csv=难(时边多难战战兢),"[4, 4, 4, 4, 7, 7]",6
